p1_rivalry_score,p2_common_opponents_score,p1_elo,p1_form_win_percentage,ranking_diff,match_competitiveness,p2_elo,p1_ranking,p1_surface_specialization_score,p2_form_wins,p2_form_losses,p2_surface_specialization_score,p2_form_win_percentage,ranking_ratio,p2_pts,p1_form_recent_score,p2_ranking,common_opponents_count,p1_pts,elo_diff,p2_form_recent_score,p2_strength_of_schedule_score,p1_form_wins,p1_strength_of_schedule_score,p1_current_streak_count,p1_form_losses,tipo_cancha,p1_form_status,p1_current_streak_type,p2_form_status,p2_current_streak_type,actual_winner,surface_Clay,surface_Grass,surface_Hard
0.0,0.0,1551,50.0,-38.0,2,1576,157.0,0.38,8.0,12.0,0.41,40.0,0.8010204081632653,133.0,1.36,195.0,0,138.0,-25,1.31,0.21,10.0,0.13,1,10.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.26,1519,40.0,10.0,3,1621,91.0,0.38,12.0,8.0,0.39,60.0,1.1097560975609757,159.0,1.27,81.0,1,155.0,-102,1.42,0.21,8.0,0.0,1,12.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
5.0363,0.0,1604,55.0,157.0,0,1588,181.0,0.39,10.0,10.0,0.45,50.0,7.24,217.0,1.36,24.0,1,135.0,16,1.34,0.27,11.0,0.0,1,9.0,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1586,55.0,-35.0,2,1531,98.0,0.37,1.0,0.0,0.0,100.0,0.7313432835820896,143.0,1.39,133.0,0,152.0,55,1.54,0.0,11.0,0.0,1,9.0,Clay,Regular,victorias,Excelente,victorias,player1,True,False,False
3.2588,0.0,1616,50.0,0.0,3,1492,167.0,0.39,6.0,14.0,0.31,30.0,0.9940476190476191,137.0,1.33,167.0,2,137.0,124,1.21,0.0,10.0,0.0,1,10.0,Clay,Regular,victorias,Mala,victorias,player1,True,False,False
0.0,0.0,1472,40.0,-135.0,0,1444,41.0,0.29,5.0,15.0,0.27,25.0,0.23163841807909605,135.0,1.3,176.0,1,187.0,28,1.19,0.09,8.0,0.15,1,12.0,Clay,Regular,victorias,Mala,victorias,player1,True,False,False
0.0,0.0,1503,35.0,22.0,2,1661,47.0,0.36,11.0,9.0,0.41,55.0,1.8076923076923077,215.0,1.23,25.0,2,181.0,-158,1.38,0.2,7.0,0.0,1,13.0,Clay,Mala,victorias,Regular,victorias,player2,True,False,False
0.0,0.23,1527,35.0,90.0,1,1747,98.0,0.41,14.0,6.0,0.42,70.0,10.88888888888889,319.0,1.22,8.0,3,152.0,-220,1.59,0.0,7.0,0.19,1,13.0,Clay,Mala,victorias,Buena,victorias,player2,True,False,False
5.0434,0.09,1652,55.0,47.0,2,1716,145.0,0.43,14.0,6.0,0.42,70.0,1.4646464646464648,152.0,1.38,98.0,2,140.0,-64,1.44,0.0,11.0,0.22,2,9.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
5.0407,0.31,1692,70.0,-97.0,1,1702,98.0,0.38,13.0,7.0,0.45,65.0,0.5,133.0,1.42,195.0,3,152.0,-10,1.41,0.09,14.0,0.21,2,6.0,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
7.0427,0.25,1757,75.0,57.0,1,1761,98.0,0.37,14.0,6.0,0.44,70.0,2.3333333333333335,187.0,1.57,41.0,4,152.0,-4,1.41,0.12,15.0,0.0,7,5.0,Clay,Excelente,victorias,Buena,victorias,player1,True,False,False
9.0402,0.0,1655,45.0,-137.0,0,1580,63.0,0.46,9.0,11.0,0.46,45.0,0.31343283582089554,132.0,1.32,200.0,2,168.0,75,1.28,0.26,9.0,0.27,1,11.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
30.0116,0.25,1740,70.0,-1.0,3,1694,181.0,0.38,12.0,8.0,0.45,60.0,0.9890710382513661,134.0,1.37,182.0,4,135.0,46,1.37,0.27,14.0,0.27,1,6.0,Clay,Buena,victorias,Buena,victorias,player1,True,False,False
0.0,0.0,1732,70.0,-41.0,2,1529,140.0,0.45,8.0,12.0,0.5,40.0,0.7692307692307693,135.0,1.47,181.0,0,141.0,203,1.29,0.25,14.0,0.27,1,6.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
5.0466,0.0,1593,50.0,102.0,0,1764,200.0,0.44,14.0,6.0,0.42,70.0,2.0202020202020203,152.0,1.28,98.0,2,132.0,-171,1.56,0.24,10.0,0.27,1,10.0,Clay,Regular,victorias,Buena,victorias,player1,True,False,False
7.5429,0.27,1702,55.0,19.0,2,1675,200.0,0.52,12.0,8.0,0.42,60.0,1.098901098901099,135.0,1.33,181.0,4,132.0,27,1.35,0.22,11.0,0.25,1,9.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
2.5,0.0,1729,70.0,-19.0,2,1658,22.0,0.62,10.0,10.0,0.53,50.0,0.5238095238095238,187.0,1.4,41.0,1,223.0,71,1.32,0.25,14.0,0.27,1,6.0,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
5.0276,0.0,1529,25.0,-19.0,2,1739,157.0,0.64,13.0,7.0,0.66,65.0,0.8870056497175142,135.0,1.12,176.0,3,138.0,-210,1.37,0.27,5.0,0.27,1,15.0,Clay,Mala,victorias,Buena,victorias,player2,True,False,False
5.031,0.0,1654,65.0,113.0,0,1569,190.0,0.41,10.0,10.0,0.35,50.0,2.4358974358974357,161.0,1.4,77.0,1,133.0,85,1.33,0.0,13.0,0.12,1,7.0,Hard,Buena,victorias,Regular,victorias,player1,False,False,True
0.0,0.09,1692,65.0,45.0,2,1633,176.0,0.43,12.0,8.0,0.41,60.0,1.3333333333333333,143.0,1.41,131.0,1,135.0,59,1.39,0.15,13.0,0.2,1,7.0,Hard,Buena,victorias,Buena,victorias,player1,False,False,True
5.0188,0.0,1553,40.0,103.0,0,1550,197.0,0.37,8.0,12.0,0.35,40.0,2.0736842105263156,154.0,1.28,94.0,1,132.0,3,1.28,0.0,8.0,0.16,1,12.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
0.0,0.28,1565,55.0,0.0,3,1678,154.0,0.37,12.0,8.0,0.46,60.0,0.9935483870967742,139.0,1.37,154.0,1,139.0,-113,1.39,0.24,11.0,0.16,1,9.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
0.0,0.28,1565,55.0,0.0,3,1678,154.0,0.37,12.0,8.0,0.46,60.0,0.9935483870967742,139.0,1.37,154.0,1,139.0,-113,1.39,0.24,11.0,0.16,1,9.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
7.5311,0.04,1953,70.0,-15.0,2,1821,62.0,0.0,13.0,7.0,0.71,65.0,0.7948717948717948,161.0,1.69,77.0,6,169.0,132,1.68,0.27,14.0,0.27,1,6.0,Grass,Buena,victorias,Buena,victorias,player1,False,True,False
95.82589999999999,0.06,2051,75.0,114.0,0,1790,195.0,0.0,8.0,12.0,0.51,40.0,2.3780487804878048,159.0,1.68,81.0,10,133.0,261,1.35,0.27,15.0,0.27,1,5.0,Grass,Excelente,victorias,Regular,victorias,player1,False,True,False
0.0,0.0,1767,70.0,168.0,0,1681,176.0,0.49,13.0,7.0,0.4,65.0,19.555555555555557,319.0,1.6,8.0,0,135.0,86,1.47,0.2,14.0,0.21,6,6.0,Hard,Buena,victorias,Buena,victorias,player1,False,False,True
2.5,0.0,1693,65.0,-45.0,2,1650,155.0,0.43,11.0,9.0,0.43,55.0,0.7711442786069652,132.0,1.41,200.0,1,139.0,43,1.37,0.16,13.0,0.18,1,7.0,Hard,Buena,victorias,Regular,victorias,player1,False,False,True
16.5403,0.25,1571,40.0,21.0,2,1709,176.0,0.42,13.0,7.0,0.41,65.0,1.1282051282051282,139.0,1.15,155.0,9,135.0,-138,1.29,0.09,8.0,0.0,1,12.0,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
0.0,0.1,1842,85.0,43.0,2,1642,182.0,0.45,11.0,9.0,0.41,55.0,1.3,142.0,1.57,139.0,4,134.0,200,1.31,0.22,17.0,0.0,11,3.0,Hard,Excelente,victorias,Regular,victorias,player2,False,False,True
0.0,0.1,1842,85.0,43.0,2,1642,182.0,0.45,11.0,9.0,0.41,55.0,1.3,142.0,1.57,139.0,4,134.0,200,1.31,0.22,17.0,0.0,11,3.0,Hard,Excelente,victorias,Regular,victorias,player2,False,False,True
13.8284,0.08,1729,35.0,-109.0,0,1886,91.0,0.51,12.0,8.0,0.7,60.0,0.4527363184079602,132.0,1.32,200.0,9,155.0,-157,1.57,0.27,7.0,0.27,1,13.0,Grass,Mala,victorias,Buena,victorias,player2,False,True,False
33.42660000000001,0.1,1928,65.0,0.0,3,1781,200.0,0.73,11.0,9.0,0.0,55.0,0.9950248756218906,132.0,1.71,200.0,11,132.0,147,1.4,0.27,13.0,0.27,5,7.0,Grass,Buena,victorias,Regular,victorias,player1,False,True,False
5.0409,0.18,1751,80.0,0.0,3,1664,176.0,0.44,11.0,9.0,0.41,55.0,0.9943502824858758,135.0,1.46,176.0,4,135.0,87,1.34,0.0,16.0,0.09,2,4.0,Clay,Excelente,victorias,Regular,victorias,player1,True,False,False
11.5465,0.31,1607,45.0,37.0,2,1650,176.0,0.39,11.0,9.0,0.43,55.0,1.2571428571428571,142.0,1.3,139.0,6,135.0,-43,1.3,0.16,9.0,0.0,2,11.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
5.0479,0.0,1736,65.0,0.0,3,1431,176.0,0.44,3.0,14.0,0.39,17.6,0.9943502824858758,135.0,1.45,176.0,1,135.0,305,0.99,0.09,13.0,0.16,2,7.0,Clay,Buena,victorias,Mala,derrotas,player1,True,False,False
6.617,0.0,1482,25.0,99.0,1,1511,176.0,0.26,7.0,13.0,0.45,35.0,2.2564102564102564,161.0,1.11,77.0,1,135.0,-29,1.3,0.21,1.0,0.0,-1,3.0,Clay,Mala,derrotas,Mala,victorias,player2,True,False,False
13.843300000000001,0.03,1774,60.0,-9.0,3,1856,182.0,0.48,13.0,7.0,0.65,65.0,0.9479166666666666,133.0,1.64,191.0,6,134.0,-82,1.71,0.27,12.0,0.27,3,8.0,Grass,Buena,victorias,Buena,victorias,player1,False,True,False
0.0,0.22,1610,64.3,0.0,3,1685,77.0,0.48,13.0,7.0,0.48,65.0,0.9871794871794872,161.0,1.45,77.0,1,161.0,-75,1.41,0.12,9.0,0.13,4,5.0,Clay,Buena,victorias,Buena,victorias,player1,True,False,False
3.8,-0.0,1813,80.0,150.0,0,1686,197.0,0.0,11.0,9.0,0.49,55.0,4.104166666666667,181.0,1.73,47.0,3,132.0,127,1.63,0.27,16.0,0.16,2,4.0,Grass,Excelente,victorias,Regular,victorias,player1,False,True,False
7.0469,0.02,1698,25.0,-36.0,2,1744,41.0,0.58,13.0,7.0,0.51,65.0,0.5256410256410257,161.0,1.41,77.0,5,187.0,-46,1.63,0.27,5.0,0.27,2,15.0,Grass,Mala,victorias,Buena,victorias,player2,False,True,False
0.0,-0.0,1760,60.0,-6.0,3,1747,77.0,0.0,14.0,6.0,0.44,70.0,0.9166666666666666,158.0,1.63,83.0,2,161.0,13,1.78,0.24,12.0,0.27,2,8.0,Grass,Buena,victorias,Buena,victorias,player1,False,True,False
8.05,0.0,1721,55.0,-151.0,0,1690,25.0,0.54,12.0,8.0,0.59,60.0,0.14124293785310735,135.0,1.32,176.0,4,215.0,31,1.34,0.27,11.0,0.27,2,9.0,Clay,Regular,victorias,Buena,victorias,player1,True,False,False
7.5446,0.35,1729,65.0,-51.0,1,1642,167.0,0.63,11.0,9.0,0.49,55.0,0.7625570776255708,130.0,1.37,218.0,5,137.0,87,1.33,0.27,13.0,0.27,2,7.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
6.5471,0.0,1791,85.0,-59.0,1,1669,22.0,0.54,10.0,10.0,0.59,50.0,0.2682926829268293,159.0,1.51,81.0,1,223.0,122,1.4,0.15,17.0,0.25,2,3.0,Clay,Excelente,victorias,Regular,victorias,player1,True,False,False
5.0351,0.0,1644,55.0,59.0,1,1631,98.0,0.54,11.0,9.0,0.55,55.0,2.45,190.0,1.36,39.0,2,152.0,13,1.36,0.26,11.0,0.18,2,9.0,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1794,60.0,-146.0,0,1795,8.0,0.54,15.0,5.0,0.47,75.0,0.05161290322580645,139.0,1.35,154.0,2,319.0,-1,1.5,0.27,12.0,0.27,1,8.0,Hard,Buena,victorias,Excelente,victorias,player2,False,False,True
0.0,0.04,1719,50.0,38.0,2,1577,62.0,0.48,9.0,11.0,0.44,45.0,2.48,217.0,1.38,24.0,1,169.0,142,1.27,0.27,10.0,0.27,1,10.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
0.0,-0.0,1560,30.0,-82.0,1,1699,100.0,0.44,12.0,8.0,0.6,60.0,0.546448087431694,134.0,1.46,182.0,3,152.0,-139,1.75,0.27,6.0,0.27,2,14.0,Grass,Mala,victorias,Buena,victorias,player2,False,True,False
0.0,0.0,1512,35.0,105.0,0,1619,186.0,0.4,11.0,9.0,0.38,55.0,2.268292682926829,159.0,1.26,81.0,1,134.0,-107,1.37,0.09,7.0,0.16,1,13.0,Clay,Mala,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1595,53.3,5.0,3,1562,81.0,0.0,10.0,10.0,0.34,50.0,1.051948051948052,161.0,1.38,76.0,0,159.0,33,1.36,0.16,8.0,0.09,1,7.0,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1625,55.6,0.0,3,1529,200.0,0.52,8.0,12.0,0.43,40.0,0.9950248756218906,132.0,1.38,200.0,0,132.0,96,1.21,0.23,10.0,0.23,-1,8.0,Hard,Regular,derrotas,Regular,derrotas,player1,False,False,True
33.5312,0.05,1597,30.0,0.0,3,1557,100.0,0.44,9.0,11.0,0.39,45.0,0.9900990099009901,152.0,1.08,100.0,7,152.0,40,1.2,0.14,6.0,0.22,1,14.0,Hard,Mala,victorias,Regular,victorias,player1,False,False,True
12.2961,0.0,1566,45.0,-135.0,0,1662,100.0,0.37,12.0,8.0,0.4,60.0,0.423728813559322,128.0,1.25,235.0,4,152.0,-96,1.36,0.12,9.0,0.21,1,11.0,Hard,Regular,victorias,Buena,victorias,player1,False,False,True
8.2795,0.04,1660,55.0,-76.0,1,1480,24.0,0.42,7.0,13.0,0.36,35.0,0.2376237623762376,152.0,1.34,100.0,4,217.0,180,1.19,0.13,11.0,0.09,1,9.0,Hard,Regular,victorias,Mala,victorias,player1,False,False,True
6.5415,0.0,1699,60.0,-76.0,1,1675,24.0,0.42,13.0,7.0,0.42,65.0,0.2376237623762376,152.0,1.36,100.0,1,217.0,24,1.42,0.09,12.0,0.27,1,8.0,Hard,Buena,victorias,Buena,victorias,player1,False,False,True
6.5328,0.0,1691,65.0,6.0,3,1685,106.0,0.41,12.0,8.0,0.42,60.0,1.0495049504950495,152.0,1.55,100.0,3,150.0,6,1.32,0.14,13.0,0.22,6,7.0,Hard,Buena,victorias,Buena,victorias,player2,False,False,True
0.0132,0.23,1715,65.0,-100.0,1,1640,100.0,0.41,11.0,9.0,0.43,55.0,0.4975124378109453,132.0,1.38,200.0,6,152.0,75,1.29,0.19,13.0,0.0,1,7.0,Hard,Buena,victorias,Regular,victorias,player2,False,False,True
5.0341,0.13,1649,55.0,0.0,3,1639,100.0,0.42,12.0,8.0,0.39,60.0,0.9900990099009901,152.0,1.31,100.0,3,152.0,10,1.37,0.13,11.0,0.17,1,9.0,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
0.0,0.0,1493,35.0,0.0,3,1462,100.0,0.2,2.0,6.0,0.2,25.0,0.9900990099009901,152.0,1.27,100.0,0,152.0,31,1.19,0.0,7.0,0.2,1,13.0,Hard,Mala,victorias,Mala,victorias,player2,False,False,True
19.0258,0.12,1555,35.0,6.0,3,1475,106.0,0.38,6.0,14.0,0.31,30.0,1.0495049504950495,152.0,1.16,100.0,7,150.0,80,1.13,0.18,7.0,0.21,1,13.0,Hard,Mala,victorias,Mala,victorias,player1,False,False,True
0.0,0.09,1441,26.3,-86.0,1,1619,100.0,0.28,10.0,10.0,0.39,50.0,0.5347593582887701,134.0,1.17,186.0,1,152.0,-178,1.36,0.23,5.0,0.17,1,14.0,Hard,Mala,victorias,Regular,victorias,player1,False,False,True
12.5451,0.0,1585,40.0,-48.0,2,1498,52.0,0.5,1.0,2.0,0.0,33.3,0.5148514851485149,152.0,1.26,100.0,1,176.0,87,1.26,0.14,8.0,0.27,1,12.0,Hard,Regular,victorias,Mala,victorias,player1,False,False,True
0.0,0.2,1583,50.0,21.0,2,1702,121.0,0.39,14.0,6.0,0.48,70.0,1.198019801980198,152.0,1.28,100.0,4,146.0,-119,1.41,0.27,10.0,0.25,1,10.0,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
8.285,0.0,1543,45.0,6.0,3,1653,106.0,0.37,9.0,11.0,0.48,45.0,1.0495049504950495,152.0,1.3,100.0,2,150.0,-110,1.3,0.27,9.0,0.12,1,11.0,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
12.5425,0.0,1674,55.0,-40.0,2,1625,100.0,0.48,10.0,10.0,0.39,50.0,0.7092198581560284,141.0,1.34,140.0,2,152.0,49,1.32,0.22,11.0,0.26,1,9.0,Hard,Regular,victorias,Regular,victorias,player2,False,False,True
5.0429,0.21,1619,55.0,0.0,3,1659,100.0,0.46,11.0,9.0,0.42,55.0,0.9900990099009901,152.0,1.31,100.0,5,152.0,-40,1.31,0.24,11.0,0.25,1,9.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
5.0435,0.17,1642,60.0,86.0,1,1746,186.0,0.38,13.0,7.0,0.48,65.0,1.8415841584158417,152.0,1.32,100.0,4,134.0,-104,1.54,0.23,12.0,0.21,1,8.0,Hard,Buena,victorias,Buena,victorias,player1,False,False,True
10.0518,0.11,1862,85.0,-80.0,1,1707,106.0,0.45,11.0,9.0,0.44,55.0,0.5668449197860963,134.0,1.5,186.0,6,150.0,155,1.27,0.23,17.0,0.24,11,3.0,Hard,Excelente,victorias,Regular,victorias,player1,False,False,True
5.0365,0.26,1850,75.0,92.0,1,1605,100.0,0.53,10.0,10.0,0.45,50.0,11.11111111111111,319.0,1.42,8.0,8,152.0,245,1.2,0.27,15.0,0.27,1,5.0,Hard,Excelente,victorias,Regular,victorias,player1,False,False,True
10.7936,0.24,1610,40.0,6.0,3,1672,106.0,0.44,12.0,8.0,0.45,60.0,1.0495049504950495,152.0,1.18,100.0,9,150.0,-62,1.28,0.27,8.0,0.26,1,12.0,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
10.03,0.0,1666,55.0,-118.0,0,1573,100.0,0.4,10.0,10.0,0.37,50.0,0.45662100456621,130.0,1.32,218.0,3,152.0,93,1.3,0.24,11.0,0.23,1,9.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
7.0061,0.06,1667,55.0,-21.0,2,1672,100.0,0.44,13.0,7.0,0.43,65.0,0.819672131147541,146.0,1.27,121.0,7,152.0,-5,1.31,0.12,11.0,0.17,1,9.0,Hard,Regular,victorias,Buena,victorias,player2,False,False,True
9.2849,0.12,1719,70.0,6.0,3,1609,106.0,0.41,9.0,11.0,0.43,45.0,1.0495049504950495,152.0,1.38,100.0,4,150.0,110,1.27,0.22,14.0,0.14,1,6.0,Hard,Buena,victorias,Regular,victorias,player2,False,False,True
0.0,0.0,1581,50.0,129.0,0,1598,153.0,0.43,10.0,10.0,0.39,50.0,6.12,217.0,1.33,24.0,2,139.0,-17,1.33,0.0,10.0,0.27,1,10.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
0.0,0.12,1543,42.1,54.0,1,1513,106.0,0.35,7.0,13.0,0.35,35.0,2.0,176.0,1.27,52.0,2,150.0,30,1.27,0.15,8.0,0.16,1,11.0,Hard,Regular,victorias,Mala,victorias,player2,False,False,True
0.0,0.08,1595,55.0,6.0,3,1615,106.0,0.4,10.0,10.0,0.45,50.0,1.0495049504950495,152.0,1.33,100.0,2,150.0,-20,1.35,0.21,11.0,0.22,1,9.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
10.0447,0.22,1434,10.0,82.0,1,1729,106.0,0.35,14.0,6.0,0.43,70.0,4.24,217.0,0.94,24.0,5,150.0,-295,1.37,0.21,2.0,0.16,1,18.0,Hard,Mala,victorias,Buena,victorias,player2,False,False,True
0.9999999999999998,0.19,1699,65.0,-44.0,2,1663,8.0,0.51,9.0,11.0,0.5,45.0,0.1509433962264151,176.0,1.36,52.0,5,319.0,36,1.27,0.27,13.0,0.27,1,7.0,Hard,Buena,victorias,Regular,victorias,player2,False,False,True
15.0418,0.0,1746,60.0,-44.0,2,1731,8.0,0.53,13.0,7.0,0.47,65.0,0.1509433962264151,176.0,1.31,52.0,3,319.0,15,1.37,0.26,12.0,0.26,1,8.0,Hard,Buena,victorias,Buena,victorias,player1,False,False,True
2.5121,0.12,1758,75.0,0.0,3,1653,52.0,0.47,10.0,10.0,0.45,50.0,0.9811320754716981,176.0,1.39,52.0,4,176.0,105,1.3,0.23,15.0,0.27,1,5.0,Hard,Excelente,victorias,Regular,victorias,player2,False,False,True
0.0,0.19,1758,75.0,-100.0,1,1756,100.0,0.48,16.0,4.0,0.45,80.0,0.4975124378109453,132.0,1.4,200.0,6,152.0,2,1.37,0.26,15.0,0.27,1,5.0,Hard,Excelente,victorias,Excelente,victorias,player1,False,False,True
0.0,0.0,1673,50.0,173.0,0,1561,181.0,0.4,7.0,13.0,0.47,35.0,20.11111111111111,319.0,1.34,8.0,1,135.0,112,1.26,0.27,10.0,0.25,1,10.0,Hard,Regular,victorias,Mala,victorias,player2,False,False,True
0.0,0.15,1489,30.0,0.0,3,1755,52.0,0.42,12.0,8.0,0.47,60.0,0.9811320754716981,176.0,1.19,52.0,2,176.0,-266,1.39,0.26,6.0,0.27,1,14.0,Hard,Mala,victorias,Buena,victorias,player2,False,False,True
8.2623,0.22,1618,45.0,0.0,3,1685,52.0,0.42,11.0,9.0,0.46,55.0,0.9811320754716981,176.0,1.21,52.0,9,176.0,-67,1.26,0.27,9.0,0.26,1,11.0,Hard,Regular,victorias,Regular,victorias,player1,False,False,True
5.0457,0.5,1741,60.0,18.0,2,1712,157.0,0.55,13.0,7.0,0.52,65.0,1.1214285714285714,142.0,1.41,139.0,2,138.0,29,1.39,0.27,12.0,0.27,1,8.0,Clay,Buena,victorias,Buena,victorias,player1,True,False,False
6.5945,0.25,1541,42.9,0.0,3,1644,157.0,0.53,10.0,10.0,0.47,50.0,0.9936708860759493,138.0,1.29,157.0,2,138.0,-103,1.33,0.27,3.0,0.22,1,4.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.21,1646,40.0,0.0,3,1595,157.0,0.49,9.0,11.0,0.45,45.0,0.9936708860759493,138.0,1.29,157.0,3,138.0,51,1.28,0.27,8.0,0.27,1,12.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
30.0529,0.0,1677,65.0,0.0,3,1670,157.0,0.51,12.0,8.0,0.39,60.0,0.9936708860759493,138.0,1.41,157.0,1,138.0,7,1.42,0.22,13.0,0.27,1,7.0,Clay,Buena,victorias,Buena,victorias,player2,True,False,False
0.0,0.62,1556,30.0,95.0,1,1547,157.0,0.41,7.0,13.0,0.55,35.0,2.492063492063492,169.0,1.19,62.0,5,138.0,9,1.22,0.27,6.0,0.26,1,14.0,Clay,Mala,victorias,Mala,victorias,player1,True,False,False
0.0,0.28,1513,41.7,-10.0,3,1597,81.0,0.38,11.0,9.0,0.49,55.0,0.8804347826086957,155.0,1.31,91.0,1,159.0,-84,1.37,0.27,5.0,0.16,1,7.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.25,1477,35.0,101.0,0,1676,182.0,0.26,12.0,8.0,0.36,60.0,2.2195121951219514,159.0,1.26,81.0,1,134.0,-199,1.39,0.26,7.0,0.21,1,13.0,Clay,Mala,victorias,Buena,victorias,player2,True,False,False
0.0,0.0,1769,75.0,19.0,2,1530,81.0,0.53,5.0,6.0,0.38,45.5,1.2857142857142858,169.0,1.49,62.0,1,159.0,239,1.28,0.17,15.0,0.26,1,5.0,Clay,Excelente,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1756,70.0,-99.0,1,1684,77.0,0.0,11.0,9.0,0.38,55.0,0.4350282485875706,135.0,1.47,176.0,2,161.0,72,1.49,0.14,14.0,0.21,1,6.0,Clay,Buena,victorias,Regular,victorias,player2,True,False,False
6.5109,0.12,1740,70.0,101.0,0,1593,182.0,0.41,11.0,9.0,0.37,55.0,2.2195121951219514,159.0,1.59,81.0,2,134.0,147,1.33,0.21,14.0,0.24,6,6.0,Clay,Buena,victorias,Regular,victorias,player1,True,False,False
0.0,0.23,1445,25.0,101.0,0,1567,182.0,0.33,9.0,11.0,0.39,45.0,2.2195121951219514,159.0,1.19,81.0,1,134.0,-122,1.32,0.17,5.0,0.09,1,15.0,Clay,Mala,victorias,Regular,victorias,player1,True,False,False
5.0172,0.0,1592,55.0,52.0,1,1680,77.0,0.35,11.0,9.0,0.44,55.0,2.9615384615384617,215.0,1.33,25.0,2,161.0,-88,1.37,0.2,11.0,0.0,1,9.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.0,1415,18.8,-76.0,1,1587,81.0,0.44,9.0,11.0,0.42,45.0,0.5126582278481012,138.0,1.12,157.0,0,159.0,-172,1.36,0.12,3.0,0.23,1,13.0,Clay,Mala,victorias,Regular,victorias,player2,True,False,False
5.0482,0.0,1573,45.0,-59.0,1,1665,98.0,0.28,14.0,6.0,0.38,70.0,0.620253164556962,138.0,1.29,157.0,3,152.0,-92,1.4,0.15,9.0,0.0,1,11.0,Clay,Regular,victorias,Buena,victorias,player2,True,False,False
14.0422,0.25,1632,50.0,-116.0,0,1603,41.0,0.41,10.0,10.0,0.38,50.0,0.25949367088607594,138.0,1.3,157.0,5,187.0,29,1.26,0.23,10.0,0.0,1,10.0,Clay,Regular,victorias,Regular,victorias,player2,True,False,False
0.0,0.28,1634,55.0,0.0,3,1544,157.0,0.37,6.0,8.0,0.49,42.9,0.9936708860759493,138.0,1.39,157.0,1,138.0,90,1.29,0.21,11.0,0.0,1,9.0,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
0.9999999999999998,0.0,1651,55.0,76.0,1,1591,157.0,0.43,9.0,11.0,0.47,45.0,1.9146341463414633,159.0,1.38,81.0,2,138.0,60,1.29,0.21,11.0,0.0,1,9.0,Clay,Regular,victorias,Regular,victorias,player1,True,False,False
0.0,0.0,1517,30.0,122.0,0,1555,191.0,0.51,8.0,12.0,0.35,40.0,2.7285714285714286,165.0,1.23,69.0,0,133.0,-38,1.3,0.19,3.0,0.23,1,7.0,Hard,Mala,victorias,Regular,victorias,player2,False,False,True
14.0,0.09,1495,30.0,-89.0,1,1602,102.0,0.35,8.0,12.0,0.46,40.0,0.53125,133.0,1.19,191.0,4,151.0,-107,1.25,0.27,6.0,0.26,1,14.0,Hard,Mala,victorias,Regular,victorias,player2,False,False,True
1.2999999999999998,0.11,1730,50.0,86.0,1,1716,110.0,0.57,14.0,6.0,0.42,70.0,4.4,217.0,1.27,24.0,5,149.0,14,1.44,0.22,10.0,0.27,1,10.0,Hard,Regular,victorias,Buena,victorias,player1,False,False,True
0.0,0.07,1558,40.0,0.0,3,1507,93.0,0.38,7.0,13.0,0.37,35.0,0.9893617021276596,154.0,1.29,93.0,1,154.0,51,1.26,0.0,8.0,0.0,1,12.0,Hard,Regular,victorias,Mala,victorias,player2,False,False,True
0.0,0.0,1592,55.0,-30.0,2,1605,200.0,0.34,12.0,8.0,0.42,60.0,0.8658008658008658,129.0,1.38,230.0,0,132.0,-13,1.4,0.09,11.0,0.12,1,9.0,Hard,Regular,victorias,Buena,victorias,player1,False,False,True
